曰	日
𬼾	一一戈廿
𡛍	一一戈女
𧻂	一一戈女
厈	一一十
𫡵	一一十月十
𬆄	一一十月一
𱁣	一一十月一
𠪬	一一十水
𭆐	一一十水
㕃	一一十十
𠪚	一一十大
𣦆	一一十中大
𣦰	一一十中大
𫡸	一一十一
𠫊	一一十心
𠬷	一一大水
㕃	一一大十
勁	一一大尸
𠡅	一一大尸
𠡚	一一大尸
亓	一一中
𬼽	一一中
𢀪	一一中月
𰁙	一一中月
𥾟	一一中火
𡉝	一一中土
蝁	一一中一戈
𰣱	一一中一卜
剄	一一中弓
刯	一一中弓
𠚧	一一中弓
𠜲	一一中弓
𠞯	一一中弓
𠠝	一一中弓
𠨷	一一中弓
𢗏	一一中心
𠄱	一一中尸
𰿦	一一中尸
三	一一一
𫡷	一一一日
頸	一一一月金
頙	一一一月金
䪹	一一一月金
𩒞	一一一月金
𩒢	一一一月金
𩓩	一一一月金
𡭚	一一一火
琧	一一一土戈
𰑴	一一一中竹
𰤁	一一一中田
亖	一一一一
㠭	一一一一
𢛤	一一一一心
𠵥	一一一一口
𧝣	一一一一女
𨳔	一一一弓
𰙛	一一一弓
𭭫	一一一弓口
𧝦	一一一弓女
𣣾	一一一人
𨑃	一一一人
𨑄	一一一人
𥐘	一一一口
𥔴	一一一口
𥕙	一一一口
𥒿	一一一尸
𰆖	一一一山
辰	一一一女
𤭎	一一一女弓
𤭑	一一一女弓
𤭓	一一一女弓
𬪿	一一一田土
𫡲	一一一卜
𰙤	一一一卜一
厅	一一弓
亍	一一弓
㐏	一一弓
𠄦	一一弓水
𰤊	一一弓火手
𣥛	一一弓戈
邳	一一弓中
䣆	一一弓中
𨚎	一一弓中
𨚣	一一弓中
𨟑	一一弓中
𨟘	一一弓中
𪠉	一一弓中
𫑚	一一弓中
𮟷	一一弓中
次	一一弓人
㰳	一一弓人
𠝙	一一弓人弓
𬅧	一一弓人山
𰁔	一一弓尸木
𩸇	一一弓田火
𩸖	一一弓田火
𪯯	一一人木十
𬆈	一一人火月
𨾖	一一人土
𨿋	一一人土
𦢖	一一人土月
𢀫	一一人土弓
𧭭	一一人土口
𰁚	一一人戈
政	一一人大
𰕏	一一人大
𰁖	一一人中
𨿳	一一人人土
惡	一一心
悪	一一心
忈	一一心
忢	一一心
𢘫	一一心
𰀜	一一心竹
㫄	一一心尸
𠪶	一一心廿
鹉	一一心卜一
𱉖	一一心卜一
靕	一一手一月
𧶷	一一手一金
𠄽	一一手卜
吾	一一口
𥐖	一一口
况	一一口竹山
𭘣	一一口中月
𨳇	一一口中弓
𬰜	一一口中卜
㐚	一一口弓
𫖌	一一口手
厉	一一尸
𩿸	一一尸火
𪴻	一一尸竹口
𫶱	一一尸十
𫧽	一一尸中
𮍎	一一尸中中
𰁗	一一尸人
𭜋	一一尸心
𠄾	一一尸口
㫄	一一尸尸
㕃	一一廿
𭭸	一一廿日女
𠫌	一一廿竹水
厨	一一廿戈
㕏	一一廿十
𩍻	一一廿中十
𬻜	一一廿一
𩅷	一一廿一女
𬒪	一一廿田月
𰤅	一一廿田月
元	一一山
𡷆	一一山
𡹅	一一山
𭘄	一一山
厦	一一山水
䲶	一一山火
𩵶	一一山火
坖	一一山土
𧉗	一一山戈
𠙿	一一山一
𫹵	一一山心
黿	一一山山
鼋	一一山山
𠀻	一一山山
𠒞	一一山山
𪓣	一一山山
𡚬	一一女
𡛵	一一女
𮝾	一一女
𪴽	一一女火竹
厊	一一女竹
㕄	一一女戈
𣧒	一一女十
瓨	一一女弓
𠩅	一一女弓
𬎥	一一女弓
𠵧	一一女口
巧	一一女尸
亏	一一女尸
𡿰	一一女女女
𤲢	一一田
𠄰	一一田火
𦟆	一一田中月
𠄿	一一田手
𠄲	一一田山
𠄲	一一田女
𭘃	一一卜
𣦓	一一卜月金
𬩓	一一卜木中
𣀥	一一卜水
巰	一一卜戈山
巰	一一卜戈女
𫿮	一一卜大
𭤖	一一卜大
𣥒	一一卜中一
㱏	一一卜一
𠫏	一一卜人十
虣	一一卜心弓
虣	一一卜心山
𱅸	一一卜口月
𱅸	一一卜尸月
𥩠	一一卜廿
𰙸	一一卜廿十
𤲾	一一卜田
丁	一弓
𠀂	一弓
𠃌	一弓
𬁦	一弓日
殟	一弓日月廿
𣨾	一弓日竹一
𣩃	一弓日戈中
𭮣	一弓日弓日
𣩞	一弓日弓月
𣩝	一弓日弓木
𣩼	一弓日弓田
𣨟	一弓日心竹
𣨵	一弓日心女
𣩡	一弓日尸水
𣧜	一弓日山
𣧾	一弓日女
𣩯	一弓日女火
㱚	一弓月
𣩆	一弓月日金
𣨥	一弓月月
𣨺	一弓月月月
𣨱	一弓月月口
𪼿	一弓月金女
𣨅	一弓月木戈
𣧶	一弓月水
𣧢	一弓月火
𣨮	一弓月竹土
𣨿	一弓月十十
殂	一弓月一
𪼻	一弓月一金
𠀵	一弓月一竹
𤭆	一弓月一口
殍	一弓月弓木
𪠘	一弓月手
𬻗	一弓月尸木
𣧱	一弓月廿
𥁟	一弓月廿
𣧺	一弓月廿廿
𥅮	一弓月山
𢀯	一弓月山一
𢀰	一弓月山一
𧠱	一弓月山山
𪵄	一弓月山山
㱣	一弓月女
銎	一弓金
銐	一弓金
𨥲	一弓金
㱲	一弓金一廿
瓰	一弓金尸竹
殚	一弓金田十
𠨯	一弓木
𣑦	一弓木
𣝚	一弓木
𭩶	一弓木
𭪴	一弓木
𫨗	一弓木日
𫨟	一弓木日
𣨁	一弓木月
𣩬	一弓木月金
㱟	一弓木竹水
㱤	一弓木竹中
𭔫	一弓木戈
𣧣	一弓木十
𣧎	一弓木大
殐	一弓木中
𰚂	一弓木中金
𪵇	一弓木中人
𪼹	一弓木一
㱫	一弓木田火
𭮞	一弓水中一
烈	一弓火
烮	一弓火
𣧛	一弓火
𤆉	一弓火
𤐱	一弓火
𪼸	一弓火
𭴀	一弓火
䊄	一弓火木
𣧲	一弓火木
𣨬	一弓火火
𭮋	一弓火一山
𣧖	一弓火人
型	一弓土
𡊝	一弓土
𡏵	一弓土
𣧅	一弓土
𡊼	一弓土
殪	一弓土月廿
㱥	一弓土金水
𣩦	一弓土土山
𤮟	一弓土竹戈
𠨦	一弓土戈中
𣩄	一弓土戈廿
𧹚	一弓土中金
𭮒	一弓土中金
𭺞	一弓土口
𤮵	一弓土口廿
𧰓	一弓土口廿
㱶	一弓土廿竹
殰	一弓土田金
𤭍	一弓竹日金
𤭯	一弓竹日水
𪵿	一弓竹日水
殦	一弓竹日火
鴷	一弓竹日火
𩾚	一弓竹日火
𩿺	一弓竹日火
𪀛	一弓竹日火
𫚯	一弓竹日火
𣨆	一弓竹日山
𬎭	一弓竹月弓
殈	一弓竹月廿
𬠼	一弓竹月廿
䅃	一弓竹木
𥞥	一弓竹木
𣨙	一弓竹木女
瓪	一弓竹水
𣧳	一弓竹水口
𭇏	一弓竹水口
𣧩	一弓竹水卜
𣧯	一弓竹火木
𣨓	一弓竹土口
𤭚	一弓竹土口
㱡	一弓竹土山
𭮍	一弓竹戈水
瓩	一弓竹十
歼	一弓竹十
殊	一弓竹十木
㱭	一弓竹十水
𬎮	一弓竹十土
殀	一弓竹大
𭮡	一弓竹大月
歽	一弓竹一中
𭤡	一弓竹一中
𣦽	一弓竹弓
𣧷	一弓竹弓木
殁	一弓竹弓水
𤬨	一弓竹弓戈
𩂑	一弓竹弓女
𣧃	一弓竹心
殙	一弓竹心日
𣩃	一弓竹心中
𣧘	一弓竹手
殅	一弓竹手一
𤬸	一弓竹手一
𣧞	一弓竹手人
𭑔	一弓竹手人
瓱	一弓竹手山
𣩀	一弓竹尸月
歿	一弓竹尸水
𣩃	一弓竹尸中
𣪁	一弓竹山金
㱱	一弓竹山戈
𩲧	一弓竹山戈
殠	一弓竹山大
𣨒	一弓竹女火
𬎰	一弓竹難金
歹	一弓戈
𣧌	一弓戈
𬎤	一弓戈
㱢	一弓戈日女
𣩋	一弓戈火尸
𣧵	一弓戈竹一
殘	一弓戈戈
𭮄	一弓戈戈
残	一弓戈十
𣨈	一弓戈十月
殏	一弓戈十水
𣧧	一弓戈大水
𣧧	一弓戈大大
𣧗	一弓戈大山
𤮂	一弓戈中口
𣧸	一弓戈一人
𣧆	一弓戈心
残	一弓戈手
殆	一弓戈口
𣨤	一弓戈口一
𣩀	一弓戈尸月
𣨲	一弓戈廿水
𣧡	一弓戈女
𣩏	一弓戈難心
瓧	一弓十
𠦕	一弓十
𠦘	一弓十
𠦦	一弓十
𤬧	一弓十
𣩵	一弓十日金
𪵆	一弓十月金
𣧨	一弓十月竹
殖	一弓十月一
𣨩	一弓十月一
𰙽	一弓十月一
殖	一弓十月女
𣪀	一弓十金金
𬻣	一弓十金竹
𠪬	一弓十水
𭆐	一弓十水
𭮂	一弓十水
𭮏	一弓十竹心
𫞔	一弓十戈金
𣩘	一弓十戈戈
𤮍	一弓十戈戈
殱	一弓十戈一
𠪚	一弓十大
𭮉	一弓十中一
殯	一弓十一金
殥	一弓十一金
㱨	一弓十一人
㱩	一弓十弓大
㱧	一弓十弓山
𣩐	一弓十人日
殡	一弓十人金
𨺶	一弓十人水
𠫊	一弓十心
㱠	一弓十口
𣨭	一弓十口口
殑	一弓十口山
㱵	一弓十廿金
𭮟	一弓十田火
䡗	一弓十田十
𨋑	一弓十田十
㱰	一弓十卜十
巩	一弓大
𣧂	一弓大
𣩢	一弓大金火
𠩢	一弓大土
𬎦	一弓大戈
𰢣	一弓大十廿
𣧦	一弓大中月
殗	一弓大中山
殗	一弓大中女
㱦	一弓大一口
殎	一弓大人人
殢	一弓大心月
𬨆	一弓大手
劽	一弓大尸
𣦺	一弓大尸
𣩳	一弓大山日
邛	一弓中
㡂	一弓中月
𢁳	一弓中月
殃	一弓中月大
殔	一弓中水
𧒈	一弓中戈戈
𣧇	一弓中戈山
𤮃	一弓中大廿
𬆒	一弓中中
𫸨	一弓中中弓
殨	一弓中一金
蛩	一弓中一戈
𧉨	一弓中一戈
𧊿	一弓中一戈
𧓐	一弓中一戈
𭺟	一弓中一戈
㱮	一弓中一人
列	一弓中弓
𬆒	一弓中弓
鿞	一弓中弓月
𠞺	一弓中弓口
肂	一弓中手
𩐁	一弓中尸一
𭮇	一弓中田中
𣧴	一弓中田人
𣨃	一弓中田卜
𤮑	一弓中卜心
瓸	一弓一日
𭮥	一弓一月月
頂	一弓一月金
𩒣	一弓一月金
𢧻	一弓一月戈
𦓓	一弓一月中
顶	一弓一月人
𬱎	一弓一金口
𣦿	一弓一木
瓪	一弓一水
殩	一弓一水木
殛	一弓一水一
𭮤	一弓一火月
𰏣	一弓一火十
𣩋	一弓一火尸
𪼷	一弓一土
𤤶	一弓一土戈
㱹	一弓一竹一
𣨂	一弓一戈土
𭮊	一弓一戈戈
𰐊	一弓一十十
𠁈	一弓一十口
𰐊	一弓一大十
𠀞	一弓一中弓
𣨇	一弓一中尸
𰙼	一弓一一一
𣧸	一弓一一人
𣩤	一弓一一心
𣧁	一弓一一尸
𣍌	一弓一弓日
㱛	一弓一弓戈
𣧿	一弓一弓弓
𬻄	一弓一弓弓
𣧤	一弓一弓口
𧰳	一弓一人
𣧰	一弓一人月
𭮗	一弓一心一
䂬	一弓一口
𥓬	一弓一口
𤮄	一弓一口月
𧰛	一弓一口廿
𰐊	一弓一廿
𢧖	一弓一山戈
殌	一弓一女一
㼗	一弓一女弓
㼦	一弓一女弓
𤬳	一弓一女弓
㱙	一弓一女尸
甅	一弓一田土
𭮠	一弓一田十
殭	一弓一田一
𣩙	一弓一卜火
㐉	一弓弓
𬻖	一弓弓日山
𣨍	一弓弓月土
歿	一弓弓水
殛	一弓弓水一
𣧊	一弓弓土
𣧉	一弓弓竹水
𭺢	一弓弓戈月
𠀲	一弓弓戈弓
𤬫	一弓弓十
𤬫	一弓弓大
邒	一弓弓中
邷	一弓弓中
𨚌	一弓弓中
𬆚	一弓弓一水
𣧼	一弓弓一山
𣧓	一弓弓弓弓
𣢬	一弓弓人
𣤔	一弓弓人
𣧋	一弓弓人
𣩶	一弓弓人一
𭮖	一弓弓人人
𣩟	一弓弓人廿
𣩊	一弓弓手木
𬆔	一弓弓尸木
𬻗	一弓弓尸木
𩧮	一弓弓女一
鮤	一弓弓田火
𩻊	一弓弓田火
𩼭	一弓弓田火
𫚓	一弓弓田一
𭮛	一弓弓田尸
𣢈	一弓人
𣦹	一弓人
殤	一弓人日竹
𣧍	一弓人月
𤬲	一弓人月
𣧻	一弓人月人
𣧠	一弓人火
𣨫	一弓人土
𨾸	一弓人土
㱷	一弓人土木
𣨔	一弓人竹日
殄	一弓人竹竹
𤬻	一弓人戈戈
殲	一弓人戈一
𤬯	一弓人戈弓
𤭙	一弓人戈口
𭮕	一弓人戈口
飱	一弓人戈女
𦈩	一弓人十山
𭣤	一弓人大
𭺝	一弓人中中
𭮘	一弓人中一
𣧭	一弓人一
𣩮	一弓人一日
𪵅	一弓人一月
𰙾	一弓人一土
𤬻	一弓人一中
殓	一弓人一一
𤭷	一弓人一弓
殮	一弓人一人
𣨡	一弓人一山
𤭷	一弓人一女
殇	一弓人弓竹
𣨎	一弓人人土
𣨐	一弓人人尸
𣧫	一弓人尸
死	一弓心
恐	一弓心
㤠	一弓心
𢢭	一弓心
𢣓	一弓心
𢥍	一弓心
𭭽	一弓心
殉	一弓心日
𪵆	一弓心月金
𣪀	一弓心金金
𬺼	一弓心木
歾	一弓心竹竹
𤬱	一弓心竹竹
𣧀	一弓心戈
𣧔	一弓心戈
𣨧	一弓心戈月
𣧀	一弓心一
𣧬	一弓心口
𪵀	一弓心口山
𬆑	一弓心廿
殜	一弓心廿木
瓲	一弓心山
𭮌	一弓心山大
䴕	一弓心卜一
𬸁	一弓心卜一
𬸉	一弓心卜一
㧬	一弓手
𢀜	一弓手
𣧙	一弓手
𭠧	一弓手
𣨋	一弓手竹中
殝	一弓手大木
𣨞	一弓手大手
𣨊	一弓手中中
𣨊	一弓手中弓
㱴	一弓手一金
巬	一弓手人
㠫	一弓手人
𤩍	一弓手人
𤮌	一弓手卜女
可	一弓口
殞	一弓口月金
殒	一弓口月人
𭮝	一弓口金山
𭮈	一弓口水
𣨕	一弓口竹口
𤮗	一弓口一口
㱪	一弓口心日
殫	一弓口口十
𪼶	一弓口山
𭮀	一弓口山
𭮁	一弓口山
𣧟	一弓口女心
跫	一弓口卜人
𤮒	一弓尸火女
𭃖	一弓尸竹
聓	一弓尸十
𣧹	一弓尸十
𦕓	一弓尸十
𣩚	一弓尸十口
𭮅	一弓尸大
𭅵	一弓尸中
𣩰	一弓尸一土
𣩍	一弓尸一竹
𤭖	一弓尸一戈
𩢾	一弓尸手火
𩢽	一弓尸手火
㱸	一弓尸口十
𤮥	一弓尸口人
𣩛	一弓尸口口
𣨢	一弓尸山山
𭮦	一弓廿日火
𣩎	一弓廿日大
𤮠	一弓廿月人
𠔣	一弓廿金
𣩫	一弓廿金木
𣩲	一弓廿金土
𣨳	一弓廿金中
𣩠	一弓廿金中
㱲	一弓廿金廿
𣩧	一弓廿土口
𣩱	一弓廿土廿
𣨘	一弓廿竹大
𣩈	一弓廿竹一
𩠑	一弓廿竹山
𪼼	一弓廿竹山
𣨼	一弓廿十月
鞏	一弓廿中十
𣨽	一弓廿中大
殣	一弓廿中一
𣨴	一弓廿一木
𣩷	一弓廿弓火
𣨠	一弓廿心
𣩨	一弓廿心木
𦍙	一弓廿手
𣩈	一弓廿手一
𤮳	一弓廿口土
𤭅	一弓廿廿
𬆓	一弓廿廿
𭮎	一弓廿廿
𣩧	一弓廿廿口
𣩒	一弓廿田日
𣩣	一弓廿卜木
𢀗	一弓山
𣧈	一弓山
𰎕	一弓山日山
𪵁	一弓山水
𣧑	一弓山大
㱯	一弓山一廿
𣩑	一弓山人土
㤪	一弓山心
𣧪	一弓山山
姴	一弓女
𭮑	一弓女戈火
𣧥	一弓女戈尸
𪠃	一弓女一
𣩗	一弓女一戈
𣨸	一弓女弓弓
𣨶	一弓女弓人
𣦾	一弓女心
𧵜	一弓女女金
𩒆	一弓女女金
𣩓	一弓女女木
𪵃	一弓女女弓
𣧽	一弓女女山
𬆛	一弓女女田
㽝	一弓田
𬏄	一弓田
𣨪	一弓田木
瓼	一弓田土
𭮔	一弓田土
𣩔	一弓田十金
𣩥	一弓田中金
𣩿	一弓田中土
殬	一弓田中十
㱬	一弓田一女
𣧝	一弓田人
殟	一弓田人廿
𣨨	一弓田口水
𤳓	一弓田廿金
𭺛	一弓卜
𪚗	一弓卜月心
𬻅	一弓卜金
𣧏	一弓卜水
殩	一弓卜水木
𣩌	一弓卜水手
𬆝	一弓卜水女
殧	一弓卜火山
裂	一弓卜竹女
𧞕	一弓卜竹女
𧞙	一弓卜竹女
𣨚	一弓卜戈木
𭮐	一弓卜戈戈
𭮃	一弓卜十
𭮎	一弓卜十十
𭮢	一弓卜大日
𣨹	一弓卜大竹
㱻	一弓卜大手
𰙿	一弓卜中竹
𣧐	一弓卜中一
𰙚	一弓卜中一
𠄨	一弓卜一
𣩪	一弓卜一竹
𣨌	一弓卜一口
𧦬	一弓卜一口
䶛	一弓卜一山
𪵂	一弓卜一山
㱻	一弓卜弓手
㱜	一弓卜人
𤴕	一弓卜人
𣨛	一弓卜人十
𭺣	一弓卜人十
𠅗	一弓卜人大
𣨜	一弓卜人大
𭺥	一弓卜心人
㱺	一弓卜心廿
𭮆	一弓卜口
𣩅	一弓卜口月
𬎯	一弓卜口月
𣨣	一弓卜口火
𣨉	一弓卜口弓
𣩽	一弓卜口女
𬎯	一弓卜尸月
𣨝	一弓卜尸卜
㱞	一弓卜廿
𤭵	一弓卜廿日
𰚀	一弓卜廿十
𰚁	一弓卜廿十
殕	一弓卜廿口
𣩜	一弓卜廿山
𣩹	一弓卜田女
仄	一人
乀	一人
乁	一人
𠆣	一人
𣅛	一人日
𣅦	一人日
豱	一人日月廿
𮙣	一人日竹山
𧲃	一人日弓大
𧱟	一人日心心
𧲐	一人日廿水
豝	一人日山
𤧲	一人日山
豤	一人日女
丙	一人月
𦠒	一人月
𬁼	一人月
𧱴	一人月日金
𩪜	一人月月月
𧱯	一人月月水
𧱆	一人月月一
𧱻	一人月月山
𰶨	一人月月山
𧱮	一人月火水
𧲄	一人月竹火
觋	一人月竹山
䝍	一人月十十
𫎈	一人月大
豠	一人月一
𧱁	一人月一口
𧱑	一人月一尸
䀃	一人月廿
資	一人月山金
𧱗	一人月山心
覡	一人月山山
䚖	一人月山山
豯	一人月女大
𨦠	一人金
𨬐	一人金
𭁊	一人金
𧲅	一人金田日
橜	一人木
栥	一人木
𰶪	一人木日一
𰶪	一人木月一
𧰸	一人木竹水
䝌	一人水水水
燹	一人火
𤉄	一人火
𬋐	一人火
𭴺	一人火
贗	一人火金
𭆘	一人火金
粢	一人火木
𧲂	一人火木手
𰶬	一人火木女
𤑤	一人火火
垐	一人土
㕍	一人土
䝅	一人土
𨾊	一人土
𡋻	一人土
𭏪	一人土
𣣀	一人土月
豷	一人土月廿
贋	一人土金
㷳	一人土火
𤎝	一人土火
𪠐	一人土一
𫡹	一人土一
𱁍	一人土一
赝	一人土人
𠸆	一人土口
𱁍	一人土女
𠩡	一人竹日
鷢	一人竹日火
鵐	一人竹日火
䴒	一人竹日火
䳐	一人竹日火
𩾸	一人竹日火
𪁥	一人竹日火
𪆙	一人竹日火
𧢱	一人竹月山
秶	一人竹木
𬳝	一人竹木日
鴈	一人竹火
𧱀	一人竹土山
𢒔	一人竹竹竹
𧲌	一人竹十人
𧲗	一人竹大月
𣂡	一人竹一中
䝈	一人竹一山
𧱒	一人竹一山
豛	一人竹弓水
𧰵	一人竹弓水
𧱕	一人竹人水
豵	一人竹人人
𧱷	一人竹人人
𧲓	一人竹人人
𰶮	一人竹人人
𫨎	一人竹手戈
甤	一人竹手一
𧱚	一人竹尸月
豟	一人竹尸弓
𧱸	一人竹尸山
䰱	一人竹山戈
𩳥	一人竹山戈
𢧈	一人戈
𧱹	一人戈月戈
豧	一人戈十月
𧱾	一人戈大
𧲄	一人戈大火
𧱦	一人戈大竹
𧰰	一人戈大山
𧱿	一人戈中月
𧱵	一人戈中口
𠩧	一人戈一
㕂	一人戈弓
𫨜	一人戈人
𬥂	一人戈口一
𧱚	一人戈尸月
豟	一人戈尸弓
𧱓	一人戈山竹
𠩸	一人戈女
𠨺	一人十
𧱡	一人十金一
𧱍	一人十木
𬱧	一人十水木
豬	一人十大日
𧱐	一人十大木
䝊	一人十中人
䝋	一人十一火
豶	一人十廿金
豮	一人十廿人
厒	一人十山
攻	一人大
𥎦	一人大
𫶬	一人大
𧱉	一人大火
𧰯	一人大戈
豨	一人大大月
𧱫	一人大一月
𧱅	一人大弓
𠡲	一人大尸
𠢤	一人大尸
𠢭	一人大尸
𣎴	一人中
𫠡	一人中
䝏	一人中日女
蟸	一人中戈戈
𠨴	一人中中
𤦠	一人中中
䝏	一人中中女
𧲆	一人中一金
蟨	一人中一戈
𧊒	一人中一戈
𧋠	一人中一戈
𧰶	一人中一尸
劂	一人中弓
剢	一人中弓
𠟵	一人中弓
𠠱	一人中弓
𫦀	一人中弓
𧱇	一人中手
𧱊	一人中尸水
𩐆	一人中尸一
𬼿	一人一
𧱂	一人一日一
𩖄	一人一月金
𧱖	一人一月一
𬱛	一人一月人
𰶰	一人一月人
𧲙	一人一月口
𧲟	一人一火戈
𮙤	一人一火山
𭸽	一人一土
㻹	一人一土戈
豲	一人一竹火
豣	一人一十十
豣	一人一大十
𰆚	一人一一
𠃻	一人一一弓
𬤿	一人一一口
𧰩	一人一弓
厱	一人一人
𧲏	一人一人人
㕉	一人一口
𥔩	一人一口
𥕳	一人一口
